Clave;Nombre;Asterisco
W508;Aporreo, golpe, mordedura, patada, rasguño o torcedura infligidos por otra persona, otro lugar especificado;F
W509;Aporreo, golpe, mordedura, patada, rasguño o torcedura infligidos por otra persona, lugar no especificado;F
W510;Choque o empellón contra otra persona, vivienda;F
W511;Choque o empellón contra otra persona, institución residencial;F
W512;Choque o empellón contra otra persona, escuelas, otras instituciones y áreas administrativas públicas;F
W513;Choque o empellón contra otra persona, áreas de deporte y atletismo;F
W514;Choque o empellón contra otra persona, calles y carreteras;F
W515;Choque o empellón contra otra persona, comercio y área de servicios;F
W516;Choque o empellón contra otra persona, área industrial y de la construcción;F
W517;Choque o empellón contra otra persona, granja;F
W518;Choque o empellón contra otra persona, otro lugar especificado;F
W519;Choque o empellón contra otra persona, lugar no especificado;F
W520;Persona aplastada, empujada o pisoteada por una multitud o estampida humana, vivienda;F
W521;Persona aplastada, empujada o pisoteada por una multitud o estampida humana, institución residencial;F
W522;Persona aplastada, empujada o pisoteada por una multitud o estampida humana, escuelas, otras instituciones y áreas administrativas públicas;F
W523;Persona aplastada, empujada o pisoteada por una multitud o estampida humana, áreas de deporte y atletismo;F
W524;Persona aplastada, empujada o pisoteada por una multitud o estampida humana, calles y carreteras;F
W525;Persona aplastada, empujada o pisoteada por una multitud o estampida humana, comercio y área de servicios;F
W526;Persona aplastada, empujada o pisoteada por una multitud o estampida humana, área industrial y de la construcción;F
W527;Persona aplastada, empujada o pisoteada por una multitud o estampida humana, granja;F
W528;Persona aplastada, empujada o pisoteada por una multitud o estampida humana, otro lugar especificado;F
W529;Persona aplastada, empujada o pisoteada por una multitud o estampida humana, lugar no especificado;F
W530;Mordedura de rata, vivienda;F
W531;Mordedura de rata, institución residencial;F
W532;Mordedura de rata, escuelas, otras instituciones y áreas administrativas públicas;F
W533;Mordedura de rata, áreas de deporte y atletismo;F
W534;Mordedura de rata, calles y carreteras;F
W535;Mordedura de rata, comercio y área de servicios;F
W536;Mordedura de rata, área industrial y de la construcción;F
W537;Mordedura de rata, granja;F
W538;Mordedura de rata, otro lugar especificado;F
W539;Mordedura de rata, lugar no especificado;F
W540;Mordedura o ataque de perro, vivienda;F
W541;Mordedura o ataque de perro, institución residencial;F
W542;Mordedura o ataque de perro, escuelas, otras instituciones y áreas administrativas públicas;F
W543;Mordedura o ataque de perro, áreas de deporte y atletismo;F
W544;Mordedura o ataque de perro, calles y carreteras;F
W545;Mordedura o ataque de perro, comercio y área de servicios;F
W546;Mordedura o ataque de perro, área industrial y de la construcción;F
W547;Mordedura o ataque de perro, granja;F
W548;Mordedura o ataque de perro, otro lugar especificado;F
W549;Mordedura o ataque de perro, lugar no especificado;F
W550;Mordedura o ataque de otros mamíferos, vivienda;F
W551;Mordedura o ataque de otros mamíferos, institución residencial;F
W552;Mordedura o ataque de otros mamíferos, escuelas, otras instituciones y áreas administrativas públicas;F
W553;Mordedura o ataque de otros mamíferos, áreas de deporte y atletismo;F
W554;Mordedura o ataque de otros mamíferos, calles y carreteras;F
W555;Mordedura o ataque de otros mamíferos, comercio y área de servicios;F
W556;Mordedura o ataque de otros mamíferos, área industrial y de la construcción;F
W557;Mordedura o ataque de otros mamíferos, granja;F
W558;Mordedura o ataque de otros mamíferos, otro lugar especificado;F
W559;Mordedura o ataque de otros mamíferos, lugar no especificado;F
W560;Contacto traumático con animales marinos, vivienda;F
W561;Contacto traumático con animales marinos, institución residencial;F
W562;Contacto traumático con animales marinos, escuelas, otras instituciones y áreas administrativas públicas;F
W563;Contacto traumático con animales marinos, áreas de deporte y atletismo;F
W564;Contacto traumático con animales marinos, calles y carreteras;F
W565;Contacto traumático con animales marinos, comercio y área de servicios;F
W566;Contacto traumático con animales marinos, área industrial y de la construcción;F
W567;Contacto traumático con animales marinos, granja;F
W568;Contacto traumático con animales marinos, otro lugar especificado;F
W569;Contacto traumático con animales marinos, lugar no especificado;F
W570;Mordedura o picadura de insectos y otros artrópodos no venenosos, vivienda;F
W571;Mordedura o picadura de insectos y otros artrópodos no venenosos, institución residencial;F
W572;Mordedura o picadura de insectos y otros artrópodos no venenosos, escuelas, otras instituciones y áreas administrativas públicas;F
W573;Mordedura o picadura de insectos y otros artrópodos no venenosos, áreas de deporte y atletismo;F
W574;Mordedura o picadura de insectos y otros artrópodos no venenosos, calles y carreteras;F
W575;Mordedura o picadura de insectos y otros artrópodos no venenosos, comercio y área de servicios;F
W576;Mordedura o picadura de insectos y otros artrópodos no venenosos, área industrial y de la construcción;F
W577;Mordedura o picadura de insectos y otros artrópodos no venenosos, granja;F
W578;Mordedura o picadura de insectos y otros artrópodos no venenosos, otro lugar especificado;F
W579;Mordedura o picadura de insectos y otros artrópodos no venenosos, lugar no especificado;F
W580;Mordedura o ataque de cocodrilo o caimán, vivienda;F
W581;Mordedura o ataque de cocodrilo o caimán, institución residencial;F
W582;Mordedura o ataque de cocodrilo o caimán, escuelas, otras instituciones y áreas administrativas públicas;F
W583;Mordedura o ataque de cocodrilo o caimán, áreas de deporte y atletismo;F
W584;Mordedura o ataque de cocodrilo o caimán, calles y carreteras;F
W585;Mordedura o ataque de cocodrilo o caimán, comercio y área de servicios;F
W586;Mordedura o ataque de cocodrilo o caimán, área industrial y de la construcción;F
W587;Mordedura o ataque de cocodrilo o caimán, granja;F
W588;Mordedura o ataque de cocodrilo o caimán, otro lugar especificado;F
W589;Mordedura o ataque de cocodrilo o caimán, lugar no especificado;F
W590;Mordedura o aplastamiento por otros reptiles, vivienda;F
W591;Mordedura o aplastamiento por otros reptiles, institución residencial;F
W592;Mordedura o aplastamiento por otros reptiles, escuelas, otras instituciones y áreas administrativas públicas;F
W593;Mordedura o aplastamiento por otros reptiles, áreas de deporte y atletismo;F
W594;Mordedura o aplastamiento por otros reptiles, calles y carreteras;F
W595;Mordedura o aplastamiento por otros reptiles, comercio y área de servicios;F
W596;Mordedura o aplastamiento por otros reptiles, área industrial y de la construcción;F
W597;Mordedura o aplastamiento por otros reptiles, granja;F
W598;Mordedura o aplastamiento por otros reptiles, otro lugar especificado;F
W599;Mordedura o aplastamiento por otros reptiles, lugar no especificado;F
W600;Contacto traumático con aguijones, espinas u hojas cortantes de plantas, vivienda;F
W601;Contacto traumático con aguijones, espinas u hojas cortantes de plantas, institución residencial;F
W602;Contacto traumático con aguijones, espinas u hojas cortantes de plantas, escuelas, otras instituciones y áreas administrativas públicas;F
W603;Contacto traumático con aguijones, espinas u hojas cortantes de plantas, áreas de deporte y atletismo;F
W604;Contacto traumático con aguijones, espinas u hojas cortantes de plantas, calles y carreteras;F
W605;Contacto traumático con aguijones, espinas u hojas cortantes de plantas, comercio y área de servicios;F
W606;Contacto traumático con aguijones, espinas u hojas cortantes de plantas, área industrial y de la construcción;F
W607;Contacto traumático con aguijones, espinas u hojas cortantes de plantas, granja;F
W608;Contacto traumático con aguijones, espinas u hojas cortantes de plantas, otro lugar especificado;F
W609;Contacto traumático con aguijones, espinas u hojas cortantes de plantas, lugar no especificado;F
W640;Exposición a otras fuerzas mecánicas animadas, y las no especificadas, vivienda;F
W641;Exposición a otras fuerzas mecánicas animadas, y las no especificadas, institución residencial;F
W642;Exposición a otras fuerzas mecánicas animadas, y las no especificadas, escuelas, otras instituciones y áreas administrativas públicas;F
W643;Exposición a otras fuerzas mecánicas animadas, y las no especificadas, áreas de deporte y atletismo;F
W644;Exposición a otras fuerzas mecánicas animadas, y las no especificadas, calles y carreteras;F
W645;Exposición a otras fuerzas mecánicas animadas, y las no especificadas, comercio y área de servicios;F
W646;Exposición a otras fuerzas mecánicas animadas, y las no especificadas, área industrial y de la construcción;F
W647;Exposición a otras fuerzas mecánicas animadas, y las no especificadas, granja;F
W648;Exposición a otras fuerzas mecánicas animadas, y las no especificadas, otro lugar especificado;F
W649;Exposición a otras fuerzas mecánicas animadas, y las no especificadas, lugar no especificado;F
W650;Ahogamiento y sumersión mientras se está en la bañera, vivienda;F
W651;Ahogamiento y sumersión mientras se está en la bañera, institución residencial;F
W652;Ahogamiento y sumersión mientras se está en la bañera, escuelas, otras instituciones y áreas administrativas públicas;F
W653;Ahogamiento y sumersión mientras se está en la bañera, áreas de deporte y atletismo;F
W654;Ahogamiento y sumersión mientras se está en la bañera, calles y carreteras;F
W655;Ahogamiento y sumersión mientras se está en la bañera, comercio y área de servicios;F
W656;Ahogamiento y sumersión mientras se está en la bañera, área industrial y de la construcción;F
W657;Ahogamiento y sumersión mientras se está en la bañera, granja;F
W658;Ahogamiento y sumersión mientras se está en la bañera, otro lugar especificado;F
W659;Ahogamiento y sumersión mientras se está en la bañera, lugar no especificado;F
W660;Ahogamiento y sumersión consecutivos a caída en la bañera, vivienda;F
W661;Ahogamiento y sumersión consecutivos a caída en la bañera, institución residencial;F
W662;Ahogamiento y sumersión consecutivos a caída en la bañera, escuelas, otras instituciones y áreas administrativas públicas;F
W663;Ahogamiento y sumersión consecutivos a caída en la bañera, áreas de deporte y atletismo;F
W664;Ahogamiento y sumersión consecutivos a caída en la bañera, calles y carreteras;F
W665;Ahogamiento y sumersión consecutivos a caída en la bañera, comercio y área de servicios;F
W666;Ahogamiento y sumersión consecutivos a caída en la bañera, área industrial y de la construcción;F
W667;Ahogamiento y sumersión consecutivos a caída en la bañera, granja;F
W668;Ahogamiento y sumersión consecutivos a caída en la bañera, otro lugar especificado;F
W669;Ahogamiento y sumersión consecutivos a caída en la bañera, lugar no especificado;F
W670;Ahogamiento y sumersión mientras se está en una piscina, vivienda;F
W671;Ahogamiento y sumersión mientras se está en una piscina, institución residencial;F
W672;Ahogamiento y sumersión mientras se está en una piscina, escuelas, otras instituciones y áreas administrativas públicas;F
W673;Ahogamiento y sumersión mientras se está en una piscina, áreas de deporte y atletismo;F
W674;Ahogamiento y sumersión mientras se está en una piscina, calles y carreteras;F
W675;Ahogamiento y sumersión mientras se está en una piscina, comercio y área de servicios;F
W676;Ahogamiento y sumersión mientras se está en una piscina, área industrial y de la construcción;F
W677;Ahogamiento y sumersión mientras se está en una piscina, granja;F
W678;Ahogamiento y sumersión mientras se está en una piscina, otro lugar especificado;F
W679;Ahogamiento y sumersión mientras se está en una piscina, lugar no especificado;F
W680;Ahogamiento y sumersión consecutivos a caída en una piscina, vivienda;F
W681;Ahogamiento y sumersión consecutivos a caída en una piscina, institución residencial;F
W682;Ahogamiento y sumersión consecutivos a caída en una piscina, escuelas, otras instituciones y áreas administrativas públicas;F
W683;Ahogamiento y sumersión consecutivos a caída en una piscina, áreas de deporte y atletismo;F
W684;Ahogamiento y sumersión consecutivos a caída en una piscina, calles y carreteras;F
W685;Ahogamiento y sumersión consecutivos a caída en una piscina, comercio y área de servicios;F
W686;Ahogamiento y sumersión consecutivos a caída en una piscina, área industrial y de la construcción;F
W687;Ahogamiento y sumersión consecutivos a caída en una piscina, granja;F
W688;Ahogamiento y sumersión consecutivos a caída en una piscina, otro lugar especificado;F
W689;Ahogamiento y sumersión consecutivos a caída en una piscina, lugar no especificado;F
W690;Ahogamiento y sumersión mientras se está en aguas naturales, vivienda;F
W691;Ahogamiento y sumersión mientras se está en aguas naturales, institución residencial;F
W692;Ahogamiento y sumersión mientras se está en aguas naturales, escuelas, otras instituciones y áreas administrativas públicas;F
W693;Ahogamiento y sumersión mientras se está en aguas naturales, áreas de deporte y atletismo;F
W694;Ahogamiento y sumersión mientras se está en aguas naturales, calles y carreteras;F
W695;Ahogamiento y sumersión mientras se está en aguas naturales, comercio y área de servicios;F
W696;Ahogamiento y sumersión mientras se está en aguas naturales, área industrial y de la construcción;F
W697;Ahogamiento y sumersión mientras se está en aguas naturales, granja;F
W698;Ahogamiento y sumersión mientras se está en aguas naturales, otro lugar especificado;F
W699;Ahogamiento y sumersión mientras se está en aguas naturales, lugar no especificado;F
W700;Ahogamiento y sumersión posterior a caída en aguas naturales, vivienda;F
W701;Ahogamiento y sumersión posterior a caída en aguas naturales, institución residencial;F
W702;Ahogamiento y sumersión posterior a caída en aguas naturales, escuelas, otras instituciones y áreas administrativas públicas;F
W703;Ahogamiento y sumersión posterior a caída en aguas naturales, áreas de deporte y atletismo;F
W704;Ahogamiento y sumersión posterior a caída en aguas naturales, calles y carreteras;F
W705;Ahogamiento y sumersión posterior a caída en aguas naturales, comercio y área de servicios;F
W706;Ahogamiento y sumersión posterior a caída en aguas naturales, área industrial y de la construcción;F
W707;Ahogamiento y sumersión posterior a caída en aguas naturales, granja;F
W708;Ahogamiento y sumersión posterior a caída en aguas naturales, otro lugar especificado;F
W709;Ahogamiento y sumersión posterior a caída en aguas naturales, lugar no especificado;F
W730;Otros ahogamientos y sumersiones especificados, vivienda;F
W731;Otros ahogamientos y sumersiones especificados, institución residencial;F
W732;Otros ahogamientos y sumersiones especificados, escuelas, otras instituciones y áreas administrativas públicas;F
W733;Otros ahogamientos y sumersiones especificados, áreas de deporte y atletismo;F
W734;Otros ahogamientos y sumersiones especificados, calles y carreteras;F
W735;Otros ahogamientos y sumersiones especificados, comercio y área de servicios;F
W736;Otros ahogamientos y sumersiones especificados, área industrial y de la construcción;F
W737;Otros ahogamientos y sumersiones especificados, granja;F
W738;Otros ahogamientos y sumersiones especificados, otro lugar especificado;F
W739;Otros ahogamientos y sumersiones especificados, lugar no especificado;F
W740;Ahogamiento y sumersión no especificados, vivienda;F
W741;Ahogamiento y sumersión no especificados, institución residencial;F
W742;Ahogamiento y sumersión no especificados, escuelas, otras instituciones y áreas administrativas públicas;F
W743;Ahogamiento y sumersión no especificados, áreas de deporte y atletismo;F
W744;Ahogamiento y sumersión no especificados, calles y carreteras;F
W745;Ahogamiento y sumersión no especificados, comercio y área de servicios;F
W746;Ahogamiento y sumersión no especificados, área industrial y de la construcción;F
W747;Ahogamiento y sumersión no especificados, granja;F
W748;Ahogamiento y sumersión no especificados, otro lugar especificado;F
W749;Ahogamiento y sumersión no especificados, lugar no especificado;F
W750;Sofocación y estrangulamiento accidental en la cama, vivienda;F
W751;Sofocación y estrangulamiento accidental en la cama, institución residencial;F
W752;Sofocación y estrangulamiento accidental en la cama, escuelas, otras instituciones y áreas administrativas públicas;F
W753;Sofocación y estrangulamiento accidental en la cama, áreas de deporte y atletismo;F
W754;Sofocación y estrangulamiento accidental en la cama, calles y carreteras;F
W755;Sofocación y estrangulamiento accidental en la cama, comercio y área de servicios;F
W756;Sofocación y estrangulamiento accidental en la cama, área industrial y de la construcción;F
W757;Sofocación y estrangulamiento accidental en la cama, granja;F
W758;Sofocación y estrangulamiento accidental en la cama, otro lugar especificado;F
W759;Sofocación y estrangulamiento accidental en la cama, lugar no especificado;F
W760;Otros estrangulamientos y ahorcamientos accidentales, vivienda;F
W761;Otros estrangulamientos y ahorcamientos accidentales, institución residencial;F
W762;Otros estrangulamientos y ahorcamientos accidentales, escuelas, otras instituciones y áreas administrativas públicas;F
W763;Otros estrangulamientos y ahorcamientos accidentales, áreas de deporte y atletismo;F
W764;Otros estrangulamientos y ahorcamientos accidentales, calles y carreteras;F
W765;Otros estrangulamientos y ahorcamientos accidentales, comercio y área de servicios;F
W766;Otros estrangulamientos y ahorcamientos accidentales, área industrial y de la construcción;F
W767;Otros estrangulamientos y ahorcamientos accidentales, granja;F
W768;Otros estrangulamientos y ahorcamientos accidentales, otro lugar especificado;F
W769;Otros estrangulamientos y ahorcamientos accidentales, lugar no especificado;F
W770;Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias, vivienda;F
W771;Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias, institución residencial;F
W772;Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias, escuelas, otras instituciones y áreas administrativas  públicas;F
W773;Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias, áreas de deporte y atletismo;F
W774;Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias, calles y carreteras;F
W775;Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias, comercio y área de servicios;F
W776;Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias, área industrial y de la construcción;F
W777;Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias, granja;F
W778;Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias, otro lugar especificado;F
W779;Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias, lugar no especificado;F
W780;Inhalación de contenidos gástricos, vivienda;F
W781;Inhalación de contenidos gástricos, institución residencial;F
W782;Inhalación de contenidos gástricos, escuelas, otras instituciones y áreas administrativas públicas;F
W783;Inhalación de contenidos gástricos, áreas de deporte y atletismo;F
W784;Inhalación de contenidos gástricos, calles y carreteras;F
W785;Inhalación de contenidos gástricos, comercio y área de servicios;F
W786;Inhalación de contenidos gástricos, área industrial y de la construcción;F
W787;Inhalación de contenidos gástricos, granja;F
W788;Inhalación de contenidos gástricos, otro lugar especificado;F
W789;Inhalación de contenidos gástricos, lugar no especificado;F
W790;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias, vivienda;F
W791;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias, institución residencial;F
W792;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias, escuelas, otras instituciones y áreas administrativas públicas;F
W793;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias, áreas de deporte y atletismo;F
W794;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias, calles y carreteras;F
W795;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias, comercio y área de servicios;F
W796;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias, área industrial y de la construcción;F
W797;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias, granja;F
W798;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias, otro lugar especificado;F
W799;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias, lugar no especificado;F
W800;Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias, vivienda;F
W801;Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias, institución residencial;F
W802;Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias, escuelas, otras institución y áreas administrativas públicas;F
W803;Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias, áreas de deporte y atletismo;F
W804;Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias, calles y carreteras;F
W805;Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias, comercio y área de servicios;F
W806;Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias, área industrial y de la construcción;F
W807;Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias, granja;F
W808;Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias, otro lugar especificado;F
W809;Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias, lugar no especificado;F
W810;Confinado o atrapado en un ambiente con bajo contenido de oxigeno, vivienda;F
W811;Confinado o atrapado en un ambiente con bajo contenido de oxigeno, institución residencial;F
W812;Confinado o atrapado en un ambiente con bajo contenido de oxigeno, escuelas, otras instituciones y áreas administrativas públicas;F
W813;Confinado o atrapado en un ambiente con bajo contenido de oxigeno, áreas de deporte y atletismo;F
W814;Confinado o atrapado en un ambiente con bajo contenido de oxigeno, calles y carreteras;F
W815;Confinado o atrapado en un ambiente con bajo contenido de oxigeno, comercio y área de servicios;F
W816;Confinado o atrapado en un ambiente con bajo contenido de oxigeno, área industrial y de la construcción;F
W817;Confinado o atrapado en un ambiente con bajo contenido de oxigeno, granja;F
W818;Confinado o atrapado en un ambiente con bajo contenido de oxigeno, otro lugar especificado;F
W819;Confinado o atrapado en un ambiente con bajo contenido de oxigeno, lugar no especificado;F
W830;Otras obstrucciones especificadas de la respiración, vivienda;F
W831;Otras obstrucciones especificadas de la respiración, institución residencial;F
W832;Otras obstrucciones especificadas de la respiración, escuelas, otras instituciones y áreas administrativas públicas;F
W833;Otras obstrucciones especificadas de la respiración, áreas de deporte y atletismo;F
W834;Otras obstrucciones especificadas de la respiración, calles y carreteras;F
W835;Otras obstrucciones especificadas de la respiración, comercio y área de servicios;F
W836;Otras obstrucciones especificadas de la respiración, área industrial y de la construcción;F
W837;Otras obstrucciones especificadas de la respiración, granja;F
W838;Otras obstrucciones especificadas de la respiración, otro lugar especificado;F
W839;Otras obstrucciones especificadas de la respiración, lugar no especificado;F
W840;Obstrucción no especificada de la respiración, vivienda;F
W841;Obstrucción no especificada de la respiración, institución residencial;F
W842;Obstrucción no especificada de la respiración, escuelas, otras instituciones y áreas administrativas públicas;F
W843;Obstrucción no especificada de la respiración, áreas de deporte y atletismo;F
W844;Obstrucción no especificada de la respiración, calles y carreteras;F
W845;Obstrucción no especificada de la respiración, comercio y área de servicios;F
W846;Obstrucción no especificada de la respiración, área industrial y de la construcción;F
W847;Obstrucción no especificada de la respiración, granja;F
W848;Obstrucción no especificada de la respiración, otro lugar especificado;F
W849;Obstrucción no especificada de la respiración, lugar no especificado;F
W850;Exposición a líneas de transmisión eléctrica, vivienda;F
W851;Exposición a líneas de transmisión eléctrica, institución residencial;F
W852;Exposición a líneas de transmisión eléctrica, escuelas, otras instituciones y áreas administrativas públicas;F
W853;Exposición a líneas de transmisión eléctrica, áreas de deporte y atletismo;F
W854;Exposición a líneas de transmisión eléctrica, calles y carreteras;F
W855;Exposición a líneas de transmisión eléctrica, comercio y área de servicios;F
W856;Exposición a líneas de transmisión eléctrica, área industrial y de la construcción;F
W857;Exposición a líneas de transmisión eléctrica, granja;F
W858;Exposición a líneas de transmisión eléctrica, otro lugar especificado;F
W859;Exposición a líneas de transmisión eléctrica, lugar no especificado;F
W860;Exposición a otras corrientes eléctricas especificadas, vivienda;F
W861;Exposición a otras corrientes eléctricas especificadas, institución residencial;F
W862;Exposición a otras corrientes eléctricas especificadas, escuelas, otras instituciones y áreas administrativas públicas;F
W863;Exposición a otras corrientes eléctricas especificadas, áreas de deporte y atletismo;F
W864;Exposición a otras corrientes eléctricas especificadas, calles y carreteras;F
W865;Exposición a otras corrientes eléctricas especificadas, comercio y área de servicios;F
W866;Exposición a otras corrientes eléctricas especificadas, área industrial y de la construcción;F
W867;Exposición a otras corrientes eléctricas especificadas, granja;F
W868;Exposición a otras corrientes eléctricas especificadas, otro lugar especificado;F
W869;Exposición a otras corrientes eléctricas especificadas, lugar no especificado;F
W870;Exposición a corriente eléctrica no especificada, vivienda;F
W871;Exposición a corriente eléctrica no especificada, institución residencial;F
W872;Exposición a corriente eléctrica no especificada, escuelas, otras instituciones y áreas administrativas públicas;F
W873;Exposición a corriente eléctrica no especificada, áreas de deporte y atletismo;F
W874;Exposición a corriente eléctrica no especificada, calles y carreteras;F
W875;Exposición a corriente eléctrica no especificada, comercio y área de servicios;F
W876;Exposición a corriente eléctrica no especificada, área industrial y de la construcción;F
W877;Exposición a corriente eléctrica no especificada, granja;F
W878;Exposición a corriente eléctrica no especificada, otro lugar especificado;F
W879;Exposición a corriente eléctrica no especificada, lugar no especificado;F
W880;Exposición a radiación ionizante, vivienda;F
W881;Exposición a radiación ionizante, institución residencial;F
W882;Exposición a radiación ionizante, escuelas, otras instituciones y áreas administrativas públicas;F
W883;Exposición a radiación ionizante, áreas de deporte y atletismo;F
W884;Exposición a radiación ionizante, calles y carreteras;F
W885;Exposición a radiación ionizante, comercio y área de servicios;F
W886;Exposición a radiación ionizante, área industrial y de la construcción;F
W887;Exposición a radiación ionizante, granja;F
W888;Exposición a radiación ionizante, otro lugar especificado;F
W889;Exposición a radiación ionizante, lugar no especificado;F
W890;Exposición a fuente de luz visible y ultravioleta, de origen artificial, vivienda;F
W891;Exposición a fuente de luz visible y ultravioleta, de origen artificial, institución residencial;F
W892;Exposición a fuente de luz visible y ultravioleta, de origen artificial, escuelas, otras instituciones y áreas administrativas públicas;F
W893;Exposición a fuente de luz visible y ultravioleta, de origen artificial, áreas de deporte y atletismo;F
W894;Exposición a fuente de luz visible y ultravioleta, de origen artificial, calles y carreteras;F
W895;Exposición a fuente de luz visible y ultravioleta, de origen artificial, comercio y área de servicios;F
W896;Exposición a fuente de luz visible y ultravioleta, de origen artificial, área industrial y de la construcción;F
W897;Exposición a fuente de luz visible y ultravioleta, de origen artificial, granja;F
W898;Exposición a fuente de luz visible y ultravioleta, de origen artificial, otro lugar especificado;F
W899;Exposición a fuente de luz visible y ultravioleta, de origen artificial, lugar no especificado;F
W900;Exposición a otros tipos de radiación no ionizante, vivienda;F
W901;Exposición a otros tipos de radiación no ionizante, institución residencial;F
W902;Exposición a otros tipos de radiación no ionizante, escuelas, otras instituciones y áreas administrativas públicas;F
W903;Exposición a otros tipos de radiación no ionizante, áreas de deporte y atletismo;F
W904;Exposición a otros tipos de radiación no ionizante, calles y carreteras;F
W905;Exposición a otros tipos de radiación no ionizante, comercio y área de servicios;F
W906;Exposición a otros tipos de radiación no ionizante, área industrial y de la construcción;F
W907;Exposición a otros tipos de radiación no ionizante, granja;F
W908;Exposición a otros tipos de radiación no ionizante, otro lugar especificado;F
W909;Exposición a otros tipos de radiación no ionizante, lugar no especificado;F
W910;Exposición a radiación de tipo no especificado, vivienda;F
W911;Exposición a radiación de tipo no especificado, institución residencial;F
W912;Exposición a radiación de tipo no especificado, escuelas, otras instituciones y áreas administrativas públicas;F
W913;Exposición a radiación de tipo no especificado, áreas de deporte y atletismo;F
W914;Exposición a radiación de tipo no especificado, calles y carreteras;F
W915;Exposición a radiación de tipo no especificado, comercio y área de servicios;F
W916;Exposición a radiación de tipo no especificado, área industrial y de la construcción;F
W917;Exposición a radiación de tipo no especificado, granja;F
W918;Exposición a radiación de tipo no especificado, otro lugar especificado;F
W919;Exposición a radiación de tipo no especificado, lugar no especificado;F
W920;Exposición a calor excesivo de origen artificial, vivienda;F
W921;Exposición a calor excesivo de origen artificial, institución residencial;F
W922;Exposición a calor excesivo de origen artificial, escuelas, otras instituciones y áreas administrativas públicas;F
W923;Exposición a calor excesivo de origen artificial, áreas de deporte y atletismo;F
W924;Exposición a calor excesivo de origen artificial, calles y carreteras;F
W925;Exposición a calor excesivo de origen artificial, comercio y área de servicios;F
W926;Exposición a calor excesivo de origen artificial, área industrial y de la construcción;F
W927;Exposición a calor excesivo de origen artificial, granja;F
W928;Exposición a calor excesivo de origen artificial, otro lugar especificado;F
W929;Exposición a calor excesivo de origen artificial, lugar no especificado;F
W930;Exposición a frío excesivo de origen artificial, vivienda;F
W931;Exposición a frío excesivo de origen artificial, institución residencial;F
W932;Exposición a frío excesivo de origen artificial, escuelas, otras instituciones y áreas administrativas públicas;F
W933;Exposición a frío excesivo de origen artificial, áreas de deporte y atletismo;F
W934;Exposición a frío excesivo de origen artificial, calles y carreteras;F
W935;Exposición a frío excesivo de origen artificial, comercio y área de servicios;F
W936;Exposición a frío excesivo de origen artificial, área industrial y de la construcción;F
W937;Exposición a frío excesivo de origen artificial, granja;F
W938;Exposición a frío excesivo de origen artificial, otro lugar especificado;F
W939;Exposición a frío excesivo de origen artificial, lugar no especificado;F
W940;Exposición a presión de aire alta y baja y a cambios en la presión del aire, vivienda;F
W941;Exposición a presión de aire alta y baja y a cambios en la presión del aire, institución residencial;F
W942;Exposición a presión de aire alta y baja y a cambios en la presión del aire, escuelas, otras instituciones y áreas administrativas públicas;F
W943;Exposición a presión de aire alta y baja y a cambios en la presión del aire, áreas de deporte y atletismo;F
W944;Exposición a presión de aire alta y baja y a cambios en la presión del aire, calles y carreteras;F
W945;Exposición a presión de aire alta y baja y a cambios en la presión del aire, comercio y área de servicios;F
W946;Exposición a presión de aire alta y baja y a cambios en la presión del aire, área industrial y de la construcción;F
W947;Exposición a presión de aire alta y baja y a cambios en la presión del aire, granja;F
W948;Exposición a presión de aire alta y baja y a cambios en la presión del aire, otro lugar especificado;F
W949;Exposición a presión de aire alta y baja y a cambios en la presión del aire, lugar no especificado;F
